EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition,IncomePerYearExperience,PromotionGapRatio,StressIndex,OverallSatisfaction,CareerGrowthScore,EmployeeRiskScore
2202.0,19.0,1,1,2,0,3,1,4.0,15.0,12.0,7.0,8.0,5.0,149567.0,13.0,28.0,3.0,3.0,1.0,19.0,24.0,15.0,29.0,4.0,1.0,2.0,2.0,67.0,2.0,8.0,8.0,178.0,0.9830400307049082,0.491929191884297,56.0,0.0,9347.9375,0.6153846153846154,696.0,2.25,33.0,9.85
2203.0,44.0,1,1,0,0,3,2,3.0,26.0,16.0,5.0,7.0,10.0,110594.0,8.0,32.0,2.0,3.0,1.0,6.0,16.0,9.0,46.0,3.0,3.0,4.0,1.0,47.0,3.0,12.0,5.0,126.0,-0.9868639244573636,0.5768273135807932,51.0,0.0,4096.074074074074,0.4117647058823529,736.0,2.75,15.0,11.899999999999999
2204.0,19.0,0,2,0,4,3,3,3.0,38.0,13.0,9.0,5.0,12.0,56091.0,10.0,14.0,2.0,1.0,7.0,11.0,7.0,13.0,37.0,3.0,4.0,4.0,5.0,19.0,4.0,18.0,4.0,208.0,0.0030524136890814,0.0572253626797616,14.0,0.0,1438.2307692307693,0.35714285714285715,259.0,4.0,28.0,6.550000000000001
2205.0,52.0,0,1,0,5,0,1,3.0,0.0,2.0,8.0,7.0,12.0,29751.0,17.0,5.0,0.0,1.0,14.0,11.0,18.0,15.0,48.0,3.0,1.0,5.0,4.0,71.0,2.0,22.0,7.0,149.0,0.3732878651146293,0.0604767359374407,19.0,0.0,29751.0,2.3333333333333335,864.0,3.25,42.0,9.2
2206.0,35.0,0,1,2,0,1,2,2.0,4.0,3.0,5.0,0.0,1.0,198086.0,17.0,11.0,1.0,5.0,12.0,6.0,29.0,9.0,75.0,4.0,4.0,4.0,5.0,41.0,1.0,4.0,4.0,244.0,0.6354803707090908,0.8972608199875939,44.0,0.0,39617.2,0.0,2175.0,4.25,35.0,9.65
2207.0,31.0,0,1,1,0,3,3,1.0,2.0,2.0,8.0,1.0,6.0,176482.0,27.0,8.0,0.0,4.0,11.0,6.0,12.0,5.0,69.0,4.0,5.0,1.0,1.0,78.0,5.0,17.0,8.0,184.0,2.185092657012249,-1.3595345790507614,59.0,0.0,58827.333333333336,0.3333333333333333,828.0,2.75,44.0,11.649999999999999
2208.0,37.0,0,0,0,1,4,3,2.0,16.0,14.0,5.0,5.0,12.0,80367.0,19.0,5.0,0.0,2.0,9.0,15.0,21.0,3.0,81.0,2.0,3.0,3.0,3.0,54.0,3.0,3.0,15.0,184.0,0.1115227709791196,0.5171275241003767,26.0,0.0,4727.470588235294,0.3333333333333333,1701.0,2.75,43.0,13.149999999999999
2209.0,35.0,0,1,0,4,3,1,1.0,32.0,10.0,2.0,4.0,12.0,149011.0,15.0,20.0,0.0,3.0,11.0,8.0,5.0,5.0,96.0,3.0,2.0,2.0,2.0,35.0,4.0,23.0,8.0,148.0,0.7960691853408852,0.1905523148947239,27.0,0.0,4515.484848484848,0.36363636363636365,480.0,2.25,34.0,12.3
2210.0,27.0,0,1,0,3,2,0,2.0,18.0,1.0,2.0,0.0,12.0,179817.0,27.0,29.0,0.0,5.0,14.0,1.0,27.0,8.0,13.0,4.0,2.0,3.0,5.0,17.0,3.0,12.0,3.0,228.0,-0.2640209485804551,-1.2457521015323791,4.0,1.0,9464.052631578947,0.0,351.0,3.5,42.0,6.3500000000000005
2211.0,42.0,1,1,1,3,2,1,3.0,3.0,12.0,0.0,3.0,3.0,79153.0,25.0,17.0,3.0,2.0,13.0,19.0,21.0,7.0,67.0,1.0,3.0,4.0,5.0,58.0,3.0,4.0,18.0,219.0,-0.3457912149887417,-0.261297474501132,52.0,0.0,19788.25,0.23076923076923078,1407.0,3.25,57.0,11.45
2212.0,19.0,1,1,0,1,1,1,1.0,12.0,15.0,9.0,7.0,4.0,158344.0,11.0,33.0,3.0,4.0,6.0,15.0,8.0,6.0,12.0,4.0,2.0,1.0,2.0,41.0,5.0,2.0,13.0,267.0,0.3523232187208153,0.9838130441354368,29.0,0.0,12180.307692307691,0.4375,96.0,2.25,32.0,7.3999999999999995
2213.0,42.0,0,1,0,5,1,0,4.0,25.0,5.0,7.0,8.0,11.0,178004.0,28.0,15.0,0.0,4.0,0.0,10.0,16.0,11.0,15.0,4.0,1.0,3.0,5.0,82.0,1.0,14.0,17.0,291.0,1.6448441698752545,-1.0323857782386834,50.0,0.0,6846.307692307692,1.3333333333333333,240.0,3.25,38.0,5.35
2214.0,50.0,0,2,0,3,1,1,2.0,30.0,14.0,6.0,0.0,11.0,174294.0,15.0,10.0,2.0,4.0,1.0,15.0,1.0,11.0,51.0,1.0,3.0,2.0,1.0,77.0,2.0,19.0,18.0,292.0,0.8131282619753393,1.0421395905907973,44.0,0.0,5622.387096774193,0.0,51.0,1.75,31.0,12.649999999999999
2215.0,53.0,0,2,0,5,0,2,1.0,34.0,3.0,4.0,1.0,6.0,38962.0,17.0,21.0,0.0,1.0,12.0,18.0,4.0,16.0,94.0,2.0,5.0,1.0,2.0,47.0,2.0,21.0,14.0,167.0,-0.9755240550418364,-0.8691307703415015,5.0,0.0,1113.2,0.25,376.0,2.5,47.0,13.100000000000001
2216.0,48.0,1,1,2,0,2,0,4.0,15.0,14.0,3.0,2.0,5.0,138330.0,20.0,1.0,0.0,5.0,5.0,1.0,6.0,18.0,22.0,5.0,2.0,5.0,1.0,16.0,5.0,18.0,5.0,127.0,-0.7371123565196118,1.5724737344766846,30.0,0.0,8645.625,0.13333333333333333,132.0,3.25,26.0,7.699999999999999
2217.0,31.0,1,1,0,2,2,2,5.0,23.0,16.0,2.0,6.0,4.0,110433.0,14.0,0.0,1.0,2.0,7.0,13.0,8.0,12.0,20.0,4.0,3.0,4.0,5.0,17.0,3.0,16.0,4.0,264.0,-0.7519176298547496,-0.1065399152580529,43.0,0.0,4601.375,0.35294117647058826,160.0,4.0,34.0,4.8
2218.0,18.0,0,2,0,1,1,3,3.0,29.0,11.0,2.0,4.0,2.0,142215.0,24.0,36.0,0.0,1.0,12.0,3.0,21.0,11.0,89.0,2.0,4.0,1.0,1.0,88.0,5.0,10.0,15.0,309.0,-1.24567383409814,-2.826217939415889,17.0,0.0,4740.5,0.3333333333333333,1869.0,2.0,39.0,15.55
2219.0,33.0,1,2,2,5,2,0,2.0,16.0,1.0,8.0,1.0,12.0,110515.0,8.0,38.0,3.0,3.0,6.0,6.0,28.0,6.0,98.0,5.0,3.0,2.0,2.0,4.0,2.0,13.0,10.0,213.0,-1.071584290396626,0.9471068915926542,4.0,0.0,6500.882352941177,0.5,2744.0,3.0,20.0,12.7
2220.0,20.0,1,1,0,0,2,3,2.0,12.0,4.0,0.0,2.0,5.0,54051.0,22.0,30.0,3.0,3.0,9.0,13.0,6.0,9.0,16.0,3.0,5.0,3.0,3.0,70.0,1.0,9.0,9.0,269.0,-0.2707276020382836,-0.2250274904064936,54.0,0.0,4157.7692307692305,0.4,96.0,3.5,44.0,7.3999999999999995
2221.0,52.0,1,2,3,0,0,4,5.0,37.0,11.0,3.0,7.0,11.0,100717.0,22.0,4.0,0.0,4.0,2.0,3.0,7.0,9.0,92.0,1.0,2.0,3.0,3.0,6.0,5.0,17.0,6.0,126.0,1.5602993390390705,-0.3348031290204759,37.0,0.0,2650.4473684210525,0.5833333333333334,644.0,2.25,27.0,13.299999999999999
2222.0,58.0,0,1,0,1,4,4,1.0,6.0,8.0,8.0,3.0,5.0,30835.0,18.0,34.0,1.0,1.0,10.0,0.0,17.0,6.0,53.0,4.0,4.0,5.0,5.0,55.0,1.0,9.0,7.0,120.0,-1.7098926872733364,-0.2131659355632036,16.0,1.0,4405.0,0.3333333333333333,901.0,4.5,28.0,7.35
2223.0,23.0,1,1,2,3,1,2,2.0,8.0,9.0,8.0,9.0,13.0,51359.0,16.0,1.0,1.0,1.0,11.0,3.0,1.0,15.0,46.0,4.0,5.0,2.0,2.0,50.0,1.0,15.0,2.0,125.0,2.2189420766116474,0.3712322424700746,5.0,1.0,5706.555555555556,0.9,46.0,3.25,30.0,8.399999999999999
2224.0,42.0,1,2,2,0,4,3,2.0,20.0,17.0,9.0,8.0,12.0,129887.0,12.0,21.0,3.0,3.0,7.0,18.0,6.0,15.0,59.0,2.0,1.0,3.0,1.0,13.0,4.0,9.0,13.0,122.0,0.6745589968137756,0.1129046375455423,47.0,0.0,6185.0952380952385,0.4444444444444444,354.0,1.75,37.0,12.55
2225.0,30.0,0,1,2,4,4,3,2.0,29.0,4.0,8.0,5.0,5.0,101318.0,29.0,21.0,1.0,4.0,9.0,12.0,16.0,11.0,37.0,5.0,3.0,1.0,4.0,52.0,2.0,15.0,1.0,242.0,-0.7843786998329638,-0.6037854636760543,4.0,0.0,3377.266666666667,1.0,592.0,3.25,50.0,6.449999999999999
2226.0,51.0,0,1,3,3,0,0,2.0,36.0,0.0,2.0,7.0,10.0,85917.0,15.0,29.0,3.0,4.0,3.0,2.0,28.0,9.0,36.0,3.0,4.0,4.0,5.0,68.0,2.0,21.0,16.0,139.0,-0.0280008192430094,0.6432097647292797,23.0,0.0,2322.0810810810813,7.0,1008.0,4.0,20.0,8.6
2227.0,25.0,1,1,1,2,2,4,5.0,36.0,1.0,4.0,9.0,10.0,22777.0,13.0,24.0,2.0,2.0,5.0,3.0,15.0,16.0,49.0,4.0,4.0,3.0,3.0,76.0,1.0,8.0,10.0,120.0,-0.6703245557434453,0.2759829134071825,31.0,0.0,615.5945945945946,4.5,735.0,3.5,21.0,8.95
2228.0,38.0,0,2,1,1,1,2,3.0,21.0,2.0,3.0,5.0,0.0,61240.0,23.0,34.0,2.0,5.0,1.0,11.0,15.0,7.0,36.0,1.0,4.0,5.0,2.0,75.0,1.0,19.0,9.0,198.0,1.100866955566749,0.5301550502063997,42.0,0.0,2783.6363636363635,1.6666666666666667,540.0,3.0,35.0,12.3
2229.0,51.0,1,1,2,1,3,2,2.0,30.0,7.0,9.0,1.0,1.0,68199.0,20.0,38.0,3.0,5.0,3.0,10.0,3.0,6.0,54.0,1.0,1.0,5.0,3.0,25.0,1.0,22.0,19.0,282.0,0.208447516113177,0.6264809460001627,46.0,0.0,2199.967741935484,0.125,162.0,2.5,33.0,11.0
2230.0,21.0,1,1,0,1,4,0,5.0,3.0,11.0,3.0,9.0,12.0,155847.0,21.0,23.0,2.0,2.0,0.0,15.0,13.0,17.0,36.0,3.0,1.0,1.0,5.0,12.0,2.0,20.0,19.0,278.0,0.707464296284196,0.8674443350621387,19.0,0.0,38961.75,0.75,468.0,2.5,36.0,7.1
2231.0,42.0,0,2,2,0,4,0,4.0,9.0,9.0,3.0,7.0,8.0,62016.0,14.0,34.0,3.0,3.0,14.0,10.0,23.0,12.0,92.0,2.0,5.0,2.0,2.0,29.0,5.0,24.0,13.0,204.0,1.0027800034143373,-0.4796707748505969,41.0,0.0,6201.6,0.7,2116.0,2.75,38.0,14.9
2232.0,32.0,0,2,1,0,0,2,2.0,29.0,18.0,5.0,6.0,8.0,113277.0,6.0,20.0,0.0,4.0,13.0,8.0,25.0,16.0,63.0,2.0,4.0,1.0,3.0,46.0,4.0,5.0,4.0,306.0,1.3663481413066991,0.5876714018322647,53.0,0.0,3775.9,0.3157894736842105,1575.0,2.5,27.0,12.65
2233.0,21.0,1,2,2,1,4,0,1.0,29.0,11.0,7.0,3.0,8.0,43243.0,28.0,34.0,0.0,3.0,14.0,7.0,11.0,6.0,94.0,2.0,1.0,2.0,2.0,16.0,3.0,18.0,11.0,241.0,1.3102068895850063,0.4693647342394433,26.0,0.0,1441.4333333333334,0.25,1034.0,1.75,49.0,13.8
2234.0,29.0,0,2,1,1,4,3,5.0,6.0,3.0,2.0,5.0,10.0,183342.0,23.0,32.0,3.0,3.0,12.0,0.0,24.0,9.0,68.0,1.0,3.0,3.0,3.0,35.0,3.0,24.0,17.0,131.0,1.571548511921507,0.2137686602152605,11.0,0.0,26191.714285714286,1.25,1632.0,2.5,35.0,13.8
2235.0,49.0,0,2,0,4,4,2,1.0,14.0,3.0,1.0,8.0,12.0,141700.0,17.0,32.0,1.0,1.0,10.0,2.0,23.0,19.0,90.0,2.0,5.0,1.0,2.0,46.0,1.0,12.0,18.0,271.0,-0.4783242013094584,0.1896805397107677,19.0,1.0,9446.666666666666,2.0,2070.0,2.5,29.0,14.8
2236.0,49.0,1,2,3,5,0,1,3.0,18.0,3.0,7.0,0.0,4.0,115339.0,22.0,8.0,1.0,4.0,10.0,8.0,19.0,9.0,35.0,3.0,2.0,3.0,4.0,26.0,4.0,11.0,8.0,154.0,0.4876739373924934,0.3623493757472034,15.0,0.0,6070.473684210527,0.0,665.0,3.0,40.0,8.65
2237.0,45.0,1,0,1,3,2,4,4.0,9.0,8.0,8.0,8.0,4.0,73563.0,8.0,36.0,3.0,4.0,0.0,10.0,26.0,16.0,80.0,5.0,2.0,2.0,1.0,54.0,4.0,24.0,9.0,310.0,-0.4518634471036258,0.527452364289669,50.0,0.0,7356.3,0.8888888888888888,2080.0,2.5,18.0,12.6
2238.0,30.0,1,1,0,3,4,4,1.0,38.0,19.0,6.0,9.0,3.0,37432.0,9.0,25.0,1.0,4.0,4.0,7.0,8.0,8.0,8.0,4.0,1.0,3.0,2.0,10.0,3.0,19.0,12.0,269.0,-1.6763112402405984,-0.3289484579653618,7.0,0.0,959.7948717948718,0.45,64.0,2.5,20.0,7.2
2239.0,48.0,1,2,1,4,1,1,2.0,26.0,2.0,3.0,3.0,7.0,141315.0,22.0,1.0,3.0,1.0,7.0,5.0,4.0,14.0,11.0,3.0,5.0,3.0,1.0,26.0,4.0,23.0,2.0,157.0,0.8833263950601389,0.131874777410924,25.0,0.0,5233.888888888889,1.0,44.0,3.0,34.0,8.950000000000001
2240.0,31.0,1,1,2,1,4,1,5.0,2.0,17.0,6.0,0.0,7.0,31237.0,20.0,19.0,1.0,3.0,2.0,5.0,0.0,0.0,14.0,2.0,4.0,5.0,5.0,52.0,5.0,11.0,2.0,249.0,1.0948852444879351,-0.8587406396243976,34.0,0.0,10412.333333333334,0.0,0.0,4.0,27.0,5.7
2241.0,37.0,1,2,2,0,4,3,4.0,34.0,0.0,1.0,7.0,1.0,97872.0,7.0,4.0,3.0,2.0,0.0,13.0,16.0,17.0,86.0,3.0,4.0,4.0,3.0,53.0,4.0,12.0,15.0,296.0,-0.2704393361776773,1.9760827914003016,4.0,1.0,2796.342857142857,7.0,1376.0,3.5,20.0,11.899999999999999
2242.0,35.0,0,1,2,0,1,2,5.0,17.0,6.0,2.0,7.0,11.0,123104.0,10.0,24.0,3.0,1.0,2.0,6.0,0.0,13.0,62.0,4.0,4.0,4.0,3.0,26.0,3.0,5.0,10.0,308.0,0.698398446169937,-1.2360422210945607,1.0,0.0,6839.111111111111,1.0,0.0,3.75,18.0,8.1
2243.0,46.0,0,2,0,1,0,0,4.0,23.0,7.0,9.0,8.0,10.0,39237.0,5.0,17.0,1.0,3.0,13.0,0.0,8.0,16.0,97.0,1.0,2.0,2.0,5.0,7.0,1.0,7.0,2.0,295.0,-1.1719663289743554,-1.3567406668628332,1.0,0.0,1634.875,1.0,776.0,2.5,18.0,11.649999999999999
2244.0,23.0,1,2,0,5,3,4,1.0,12.0,6.0,1.0,9.0,8.0,113966.0,20.0,35.0,0.0,5.0,10.0,19.0,15.0,6.0,20.0,4.0,3.0,4.0,3.0,3.0,4.0,13.0,17.0,270.0,-1.8233867742590864,-1.2376598634458271,15.0,0.0,8766.615384615385,1.2857142857142858,300.0,3.5,49.0,7.5
2245.0,49.0,0,1,1,2,1,1,3.0,16.0,11.0,7.0,0.0,0.0,120423.0,16.0,15.0,1.0,1.0,1.0,9.0,22.0,14.0,8.0,5.0,4.0,2.0,4.0,71.0,4.0,23.0,15.0,246.0,-0.187991442372764,0.0202890554797964,29.0,1.0,7083.705882352941,0.0,176.0,3.75,26.0,5.6000000000000005
2246.0,46.0,0,2,0,2,3,2,5.0,16.0,2.0,1.0,1.0,3.0,100176.0,6.0,2.0,2.0,2.0,14.0,12.0,12.0,10.0,65.0,3.0,4.0,4.0,4.0,19.0,1.0,11.0,18.0,167.0,0.1688842239237433,1.076854520447379,35.0,1.0,5892.705882352941,0.3333333333333333,780.0,3.75,32.0,9.45
2247.0,19.0,1,1,0,4,2,0,2.0,10.0,3.0,9.0,5.0,2.0,35133.0,27.0,18.0,2.0,5.0,8.0,17.0,20.0,15.0,73.0,5.0,5.0,3.0,4.0,16.0,2.0,21.0,2.0,225.0,0.327824913921604,1.3533390894881203,49.0,0.0,3193.909090909091,1.25,1460.0,4.25,52.0,8.65
2248.0,40.0,0,1,2,3,2,4,5.0,16.0,4.0,6.0,4.0,1.0,20833.0,6.0,38.0,2.0,1.0,5.0,12.0,27.0,1.0,71.0,1.0,2.0,1.0,5.0,8.0,4.0,17.0,18.0,206.0,-0.007459728123137,-1.467021549582768,6.0,0.0,1225.4705882352941,0.8,1917.0,2.25,23.0,12.25
2249.0,36.0,0,2,0,5,4,2,3.0,18.0,0.0,1.0,2.0,13.0,116173.0,9.0,29.0,3.0,5.0,5.0,16.0,4.0,13.0,75.0,4.0,2.0,3.0,1.0,38.0,4.0,22.0,6.0,210.0,0.7209166960936213,-0.5573588245795703,13.0,0.0,6114.368421052632,2.0,300.0,2.5,30.0,11.15
2250.0,48.0,1,1,1,2,4,4,1.0,6.0,9.0,1.0,2.0,9.0,49106.0,24.0,8.0,0.0,3.0,4.0,15.0,6.0,7.0,59.0,1.0,2.0,3.0,5.0,49.0,4.0,14.0,11.0,151.0,-2.0312013315419786,0.3867299366561288,40.0,0.0,7015.142857142857,0.2,354.0,2.75,43.0,9.55
2251.0,22.0,0,1,0,5,0,3,2.0,18.0,2.0,9.0,8.0,0.0,122094.0,5.0,1.0,2.0,3.0,12.0,17.0,8.0,8.0,8.0,3.0,4.0,2.0,1.0,14.0,1.0,11.0,9.0,264.0,-1.1471657800591797,0.8482884623656404,33.0,0.0,6426.0,2.6666666666666665,64.0,2.5,34.0,9.200000000000001
2252.0,36.0,0,2,0,0,3,4,2.0,33.0,5.0,2.0,0.0,8.0,120829.0,9.0,22.0,2.0,3.0,2.0,18.0,27.0,2.0,54.0,2.0,5.0,1.0,5.0,55.0,1.0,17.0,5.0,281.0,0.6221208410174632,-0.6479873482065912,54.0,0.0,3553.794117647059,0.0,1458.0,3.25,29.0,10.4
2253.0,51.0,1,2,1,0,2,3,1.0,28.0,2.0,2.0,3.0,4.0,87696.0,8.0,34.0,3.0,3.0,9.0,11.0,27.0,18.0,98.0,1.0,3.0,2.0,3.0,88.0,3.0,24.0,17.0,142.0,0.5930979105011985,0.5189792695575546,57.0,0.0,3024.0,1.0,2646.0,2.25,28.0,15.6
2254.0,27.0,0,2,0,5,2,3,5.0,29.0,4.0,5.0,6.0,3.0,189403.0,28.0,6.0,0.0,3.0,6.0,4.0,7.0,19.0,38.0,5.0,1.0,2.0,5.0,13.0,1.0,12.0,15.0,302.0,-1.01888244343598,-1.142421805377077,27.0,0.0,6313.433333333333,1.2,266.0,3.25,38.0,4.6
2255.0,42.0,0,0,1,1,4,3,2.0,28.0,19.0,9.0,4.0,0.0,123849.0,6.0,5.0,1.0,2.0,8.0,9.0,29.0,19.0,52.0,5.0,3.0,3.0,4.0,78.0,5.0,17.0,9.0,250.0,0.92725293849892,1.017535846026625,10.0,0.0,4270.6551724137935,0.2,1508.0,3.75,23.0,8.5
2256.0,19.0,0,1,2,2,4,0,5.0,37.0,1.0,3.0,8.0,10.0,137765.0,19.0,0.0,2.0,2.0,7.0,14.0,3.0,9.0,7.0,4.0,1.0,4.0,4.0,3.0,2.0,20.0,14.0,290.0,-0.2319364420755113,-1.2464652422585707,51.0,0.0,3625.3947368421054,4.0,21.0,3.25,40.0,4.6499999999999995
2257.0,28.0,1,2,0,2,0,0,5.0,7.0,19.0,8.0,9.0,9.0,110515.0,9.0,28.0,3.0,4.0,4.0,8.0,13.0,6.0,22.0,3.0,1.0,4.0,4.0,21.0,1.0,22.0,19.0,211.0,0.0137493624876013,-0.6387463071220407,6.0,0.0,13814.375,0.45,286.0,3.0,21.0,7.4
2258.0,48.0,1,1,2,0,4,3,1.0,3.0,19.0,9.0,7.0,5.0,195699.0,18.0,4.0,1.0,1.0,3.0,5.0,3.0,12.0,43.0,1.0,3.0,1.0,3.0,56.0,4.0,22.0,5.0,195.0,-0.2521346010709321,0.7535218910402648,28.0,1.0,48924.75,0.35,129.0,2.0,26.0,10.450000000000001
2259.0,32.0,0,2,0,3,4,2,3.0,27.0,10.0,4.0,0.0,5.0,148303.0,13.0,12.0,0.0,2.0,3.0,8.0,23.0,4.0,68.0,5.0,2.0,5.0,4.0,35.0,5.0,14.0,17.0,176.0,-0.1937957687009112,-0.1945832260537518,31.0,0.0,5296.535714285715,0.0,1564.0,4.0,24.0,8.7
2260.0,26.0,0,2,0,4,0,3,3.0,10.0,18.0,7.0,7.0,6.0,42584.0,13.0,14.0,3.0,5.0,0.0,14.0,3.0,1.0,77.0,3.0,4.0,5.0,4.0,42.0,1.0,10.0,12.0,157.0,-0.5756517742064591,-0.3754960243325825,54.0,0.0,3871.2727272727275,0.3684210526315789,231.0,4.0,27.0,9.15
2261.0,40.0,1,2,1,2,4,2,5.0,17.0,5.0,9.0,9.0,6.0,197475.0,15.0,0.0,2.0,2.0,14.0,5.0,28.0,13.0,48.0,4.0,5.0,3.0,4.0,28.0,5.0,18.0,10.0,212.0,-0.8819928297573512,0.1314402894359001,35.0,0.0,10970.833333333334,1.5,1344.0,4.0,34.0,9.2
2262.0,36.0,1,1,0,0,4,4,1.0,20.0,0.0,2.0,9.0,1.0,128122.0,23.0,22.0,1.0,5.0,1.0,3.0,7.0,14.0,80.0,3.0,4.0,3.0,4.0,78.0,1.0,11.0,2.0,217.0,-0.9173946941306824,1.9904664294189929,46.0,1.0,6101.047619047619,9.0,560.0,3.5,27.0,9.7
2263.0,26.0,0,2,0,0,4,0,3.0,39.0,18.0,8.0,4.0,13.0,42331.0,14.0,12.0,0.0,3.0,11.0,7.0,1.0,13.0,85.0,3.0,3.0,1.0,4.0,99.0,3.0,8.0,2.0,213.0,0.252637870052375,3.179559205313439,25.0,0.0,1058.275,0.21052631578947367,85.0,2.75,32.0,9.35
2264.0,52.0,1,1,1,5,3,2,5.0,31.0,19.0,3.0,5.0,5.0,76876.0,24.0,10.0,2.0,1.0,14.0,11.0,0.0,3.0,62.0,3.0,2.0,5.0,1.0,73.0,1.0,5.0,5.0,220.0,-0.1574570328397064,0.0074039495731815,18.0,0.0,2402.375,0.25,0.0,2.75,49.0,11.1
2265.0,38.0,0,1,2,5,2,2,2.0,16.0,9.0,2.0,0.0,2.0,75824.0,14.0,11.0,3.0,1.0,3.0,18.0,29.0,14.0,29.0,3.0,3.0,1.0,3.0,52.0,4.0,19.0,13.0,122.0,-0.8177856301034928,-0.4359774561925128,35.0,0.0,4460.235294117647,0.0,841.0,2.5,35.0,10.35
2266.0,26.0,0,2,0,3,1,2,2.0,33.0,11.0,8.0,4.0,1.0,190132.0,21.0,30.0,1.0,3.0,10.0,18.0,22.0,1.0,68.0,1.0,3.0,2.0,5.0,4.0,1.0,20.0,17.0,270.0,-0.5204759127500518,-1.596895493157776,41.0,0.0,5592.117647058823,0.3333333333333333,1496.0,2.75,49.0,11.6
2267.0,45.0,1,2,0,5,2,1,4.0,16.0,15.0,3.0,3.0,3.0,44802.0,22.0,19.0,0.0,4.0,3.0,2.0,15.0,10.0,87.0,5.0,2.0,2.0,3.0,6.0,3.0,3.0,14.0,142.0,-0.3332740277378907,0.6011478905962616,17.0,0.0,2635.4117647058824,0.1875,1305.0,3.0,27.0,9.85
2268.0,24.0,1,2,0,4,3,0,4.0,14.0,4.0,5.0,8.0,13.0,87746.0,26.0,8.0,2.0,4.0,10.0,6.0,19.0,0.0,28.0,1.0,2.0,2.0,3.0,19.0,1.0,21.0,1.0,207.0,0.7762087125901124,1.3165329997432516,18.0,0.0,5849.733333333334,1.6,532.0,2.0,42.0,11.3
2269.0,33.0,0,1,0,2,1,1,4.0,19.0,3.0,6.0,3.0,6.0,146780.0,29.0,20.0,2.0,5.0,9.0,18.0,17.0,10.0,32.0,3.0,5.0,4.0,1.0,49.0,1.0,21.0,7.0,276.0,1.1461954534132788,0.1195796015915323,54.0,0.0,7339.0,0.75,544.0,3.25,56.0,11.299999999999999
2270.0,33.0,0,0,2,4,2,4,3.0,38.0,1.0,0.0,5.0,10.0,282215.25,19.0,12.0,0.0,1.0,0.0,16.0,3.0,18.0,82.0,5.0,4.0,1.0,4.0,31.0,2.0,11.0,12.0,278.0,0.0291885802320462,-0.154293070969448,11.0,0.0,7236.288461538462,2.5,246.0,3.5,35.0,7.3999999999999995
2271.0,50.0,1,2,0,4,0,2,2.0,10.0,4.0,0.0,9.0,14.0,99586.0,19.0,4.0,0.0,2.0,11.0,5.0,8.0,1.0,40.0,4.0,1.0,1.0,3.0,26.0,5.0,7.0,15.0,201.0,0.9721027209325408,-0.4689620000580779,0.0,0.0,9053.272727272728,1.8,320.0,2.25,35.0,7.8
2272.0,21.0,0,2,1,5,3,0,2.0,18.0,13.0,1.0,2.0,14.0,75603.0,10.0,36.0,2.0,4.0,3.0,1.0,19.0,9.0,73.0,1.0,5.0,2.0,5.0,32.0,1.0,2.0,14.0,234.0,-0.9579675802284816,0.2894836844313513,49.0,1.0,3979.1052631578946,0.14285714285714285,1387.0,3.25,14.0,11.55
2273.0,21.0,1,2,0,3,0,0,3.0,31.0,13.0,9.0,8.0,4.0,182786.0,19.0,28.0,2.0,2.0,3.0,14.0,13.0,2.0,48.0,3.0,3.0,1.0,5.0,20.0,4.0,5.0,4.0,170.0,-1.626499290482892,-0.1984623316722689,34.0,0.0,5712.0625,0.5714285714285714,624.0,3.0,36.0,7.699999999999999
2274.0,56.0,1,2,0,0,0,0,2.0,23.0,12.0,1.0,7.0,13.0,93581.0,17.0,29.0,0.0,4.0,7.0,1.0,16.0,13.0,14.0,4.0,5.0,5.0,2.0,20.0,2.0,19.0,10.0,289.0,0.2167593883257417,-0.1023525370115558,21.0,0.0,3899.2083333333335,0.5384615384615384,224.0,4.0,25.0,8.299999999999999
2275.0,57.0,1,1,0,1,2,2,2.0,5.0,17.0,3.0,8.0,13.0,181415.0,5.0,36.0,3.0,5.0,0.0,10.0,6.0,6.0,84.0,5.0,2.0,3.0,4.0,95.0,3.0,6.0,19.0,137.0,0.1476602483070301,-0.3433553867751671,24.0,0.0,30235.833333333332,0.4444444444444444,504.0,3.5,15.0,7.800000000000001
2276.0,34.0,1,2,0,0,1,3,5.0,17.0,16.0,0.0,9.0,6.0,152377.0,9.0,10.0,3.0,1.0,13.0,9.0,16.0,15.0,60.0,2.0,3.0,3.0,3.0,62.0,2.0,8.0,1.0,227.0,0.5146531252622464,0.2393186723375399,47.0,0.0,8465.388888888889,0.5294117647058824,960.0,2.75,31.0,11.6
